CADENA,DESCRIPCION,ItemNumber,MARCA,CATEGORIA,SEMANA,AÑO,MES,Ventas,Precio,Sugerido,MAX Q,Fecha
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,5,2018,1,1301557.265,22.7,23.66,23.94,30/01/18
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,5,2018,1,1295073.685,59.9,59.9,59.9,30/01/18
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,5,2018,1,1305028.895,26.07,26.07,30.04,30/01/18
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,5,2018,1,1304069.965,18.24,18.24,19.32,30/01/18
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,5,2018,1,1308372.715,18.29,18.29,19.32,30/01/18
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,5,2018,1,1304177.625,72.1,72.1,72.1,30/01/18
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,5,2018,1,1298607.875,41.3,41.3,41.3,30/01/18
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,5,2018,1,2502122.455,59.9,60.03,60.03,30/01/18
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,5,2018,1,2126115.955,51.26,53.13,53.13,30/01/18
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,5,2018,1,2575436.785,46.62,48.96,48.96,30/01/18
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,5,2018,1,1745354.205,88.88,88.98,88.98,30/01/18
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,5,2018,1,1799331.765,114.66,115.03,115.03,30/01/18
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,5,2018,1,2266768.595,100.91,101.15,105.73,30/01/18
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,5,2018,1,1675496.715,105.29,107.85,109.62,30/01/18
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,5,2018,1,2667635.745,89,89.05,89.05,30/01/18
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,5,2018,1,2747590.365,102.01,103.97,103.97,30/01/18
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,5,2018,1,2524464.785,66.19,68.74,76.55,30/01/18
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,5,2018,1,1604030.315,69.37,69.99,70.01,30/01/18
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,5,2018,1,1490873.225,27.99,27.99,28,30/01/18
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,6,2018,2,1316415.245,25.72,26.31,26.31,06/02/18
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,6,2018,2,1306451.905,25.29,27.52,27.52,06/02/18
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,6,2018,2,1318435.385,23.59,25.72,27.82,06/02/18
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,6,2018,2,1331778.555,24.18,25.76,28.16,06/02/18
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,6,2018,2,1301651.465,57.74,57.74,57.74,06/02/18
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,6,2018,2,1294701.665,57.74,57.74,57.74,06/02/18
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,6,2018,2,1302934.505,57.74,57.74,57.74,06/02/18
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,6,2018,2,1334670.155,27.57,27.57,27.57,06/02/18
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,6,2018,2,1306828.815,19.17,19.17,19.17,06/02/18
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,6,2018,2,1329704.225,26.67,26.67,26.67,06/02/18
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,6,2018,2,1311916.345,30.2,30.2,30.2,06/02/18
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,6,2018,2,1302375.055,19.2,19.2,19.2,06/02/18
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,6,2018,2,1304025.655,32,32,32,06/02/18
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,6,2018,2,1321831.795,24.32,24.32,24.32,06/02/18
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,6,2018,2,1318335.185,24.63,24.63,24.63,06/02/18
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,6,2018,2,1301505.955,23.74,23.94,23.94,06/02/18
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,6,2018,2,1294075.305,59.9,59.9,59.9,06/02/18
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,6,2018,2,1305008.655,29.34,30.04,30.04,06/02/18
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,6,2018,2,1302856.625,19.32,19.32,19.32,06/02/18
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,6,2018,2,1306379.715,19.32,19.32,19.32,06/02/18
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,6,2018,2,1301307.005,72.1,72.1,72.1,06/02/18
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,6,2018,2,1296504.655,41.3,41.3,41.3,06/02/18
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,6,2018,2,2424311.525,59.62,59.7,60.03,06/02/18
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,6,2018,2,2095304.225,49,50.98,53.13,06/02/18
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,6,2018,2,2506949.645,43.97,45.24,48.96,06/02/18
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,6,2018,2,1722969.395,88.52,88.85,88.98,06/02/18
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,6,2018,2,1786581.005,114.07,114.07,115.03,06/02/18
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,6,2018,2,2291885.725,102.63,102.63,105.73,06/02/18
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,6,2018,2,1642030.125,108.13,109.04,109.62,06/02/18
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,6,2018,2,2568325.385,89,89,89.05,06/02/18
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,6,2018,2,2743467.235,98.77,99.09,103.97,06/02/18
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,6,2018,2,2655632.595,63.67,70.19,76.55,06/02/18
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,6,2018,2,1604856.055,67.78,68.45,70.01,06/02/18
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,6,2018,2,1487658.305,27.99,28,28,06/02/18
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,7,2018,2,1312908.125,26.31,26.31,26.31,13/02/18
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,7,2018,2,1305344.535,27.52,27.52,27.52,13/02/18
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,7,2018,2,1310910.505,25.72,25.72,27.82,13/02/18
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,7,2018,2,1370209.295,25.76,25.76,28.16,13/02/18
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,7,2018,2,1301116.865,57.74,57.74,57.74,13/02/18
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,7,2018,2,1294487.825,57.74,57.74,57.74,13/02/18
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,7,2018,2,1299619.985,57.74,57.74,57.74,13/02/18
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,7,2018,2,1330050.545,27.14,27.57,27.57,13/02/18
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,7,2018,2,1305344.885,18.86,19.17,19.17,13/02/18
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,7,2018,2,1328805.475,24.37,26.67,26.67,13/02/18
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,7,2018,2,1308592.355,30.02,30.2,30.2,13/02/18
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,7,2018,2,1302214.075,18.6,19.2,19.2,13/02/18
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,7,2018,2,1302222.585,31.37,32,32,13/02/18
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,7,2018,2,1324856.175,22.44,24.32,24.32,13/02/18
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,7,2018,2,1316009.105,22.86,24.63,24.63,13/02/18
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,7,2018,2,1300190.125,21.97,23.94,23.94,13/02/18
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,7,2018,2,1295628.295,59.9,59.9,59.9,13/02/18
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,7,2018,2,1305071.595,30.04,30.04,30.04,13/02/18
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,7,2018,2,1302753.545,18.82,19.32,19.32,13/02/18
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,7,2018,2,1305295.445,18.89,19.32,19.32,13/02/18
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,7,2018,2,1304845.245,72.1,72.1,72.1,13/02/18
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,7,2018,2,1297460.665,41.3,41.3,41.3,13/02/18
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,7,2018,2,2374708.905,59.41,59.7,60.03,13/02/18
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,7,2018,2,2131729.065,49.17,50.98,53.13,13/02/18
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,7,2018,2,2498333.045,44.01,45.24,48.96,13/02/18
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,7,2018,2,1656031.515,88.25,88.85,88.98,13/02/18
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,7,2018,2,1865971.165,113.36,114.07,115.03,13/02/18
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,7,2018,2,2373573.235,101.39,102.63,105.73,13/02/18
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,7,2018,2,1662050.075,107.09,109.04,109.62,13/02/18
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,7,2018,2,2612071.955,87.92,89,89.05,13/02/18
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,7,2018,2,2959244.175,96.8,99.09,103.97,13/02/18
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,7,2018,2,2571180.205,64.87,70.19,76.55,13/02/18
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,7,2018,2,1604981.285,68.34,68.45,70.01,13/02/18
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,7,2018,2,1479284.345,27.83,28,28,13/02/18
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,8,2018,2,1314455.605,22.85,26.31,26.31,20/02/18
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,8,2018,2,1304379.755,23.77,27.52,27.52,20/02/18
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,8,2018,2,1313891.335,25.51,25.72,27.82,20/02/18
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,8,2018,2,1361070.735,25.72,25.76,28.16,20/02/18
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,8,2018,2,1301918.765,57.74,57.74,57.74,20/02/18
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,8,2018,2,1294541.285,57.74,57.74,57.74,20/02/18
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,8,2018,2,1299566.525,57.74,57.74,57.74,20/02/18
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,8,2018,2,1326893.805,26.44,27.57,27.57,20/02/18
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,8,2018,2,1306524.555,18.09,19.17,19.17,20/02/18
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,8,2018,2,1328364.015,22.5,26.67,26.67,20/02/18
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,8,2018,2,1309327.485,29.6,30.2,30.2,20/02/18
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,8,2018,2,1302303.385,17.86,19.2,19.2,20/02/18
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,8,2018,2,1302204.625,30.93,32,32,20/02/18
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,8,2018,2,1328430.635,22.51,24.32,24.32,20/02/18
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,8,2018,2,1317392.255,22.58,24.63,24.63,20/02/18
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,8,2018,2,1297054.025,23.94,23.94,23.94,20/02/18
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,8,2018,2,1295683.755,59.9,59.9,59.9,20/02/18
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,8,2018,2,1304909.565,29.53,30.04,30.04,20/02/18
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,8,2018,2,1301941.495,18.08,19.32,19.32,20/02/18
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,8,2018,2,1304378.995,18.48,19.32,19.32,20/02/18
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,8,2018,2,1299838.285,72.1,72.1,72.1,20/02/18
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,8,2018,2,1296007.535,41.3,41.3,41.3,20/02/18
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,8,2018,2,2396428.915,59.7,59.7,60.03,20/02/18
FARMACIAS GUADALAJARA,1008 GR TARTAS,A980004477,GABI,GALLETAS ,8,2018,2,1292107.245,89.9,89.9,89.9,20/02/18
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,8,2018,2,1959742.935,50.93,50.98,53.13,20/02/18
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,8,2018,2,2336562.765,45.24,45.24,48.96,20/02/18
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,8,2018,2,1756128.195,88.64,88.85,88.98,20/02/18
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,8,2018,2,1810518.695,113.85,114.07,115.03,20/02/18
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,8,2018,2,2274246.365,100.05,102.63,105.73,20/02/18
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,8,2018,2,1615180.335,109.04,109.04,109.62,20/02/18
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,8,2018,2,2555252.725,88.98,89,89.05,20/02/18
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,8,2018,2,2606722.995,99.09,99.09,103.97,20/02/18
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,8,2018,2,2721785.415,68.39,70.19,76.55,20/02/18
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,8,2018,2,1613181.305,68.45,68.45,70.01,20/02/18
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,8,2018,2,1474243.135,28,28,28,20/02/18
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,9,2018,2,1321057.455,22.31,26.31,26.31,27/02/18
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,9,2018,2,1306726.765,23.34,27.52,27.52,27/02/18
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,9,2018,2,1313105.985,25.59,25.72,27.82,27/02/18
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,9,2018,2,1378422.735,25.64,25.76,28.16,27/02/18
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,9,2018,2,1303406.035,56.04,57.74,57.74,27/02/18
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,9,2018,2,1294878.825,54.48,57.74,57.74,27/02/18
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,9,2018,2,1299426.045,56.48,57.74,57.74,27/02/18
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,9,2018,2,1332515.155,26.29,27.57,27.57,27/02/18
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,9,2018,2,1306822.385,18.17,19.17,19.17,27/02/18
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,9,2018,2,1333513.175,22.22,26.67,26.67,27/02/18
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,9,2018,2,1310396.075,29.43,30.2,30.2,27/02/18
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,9,2018,2,1301993.845,17.98,19.2,19.2,27/02/18
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,9,2018,2,1303337.095,29.75,32,32,27/02/18
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,9,2018,2,1327702.725,22.31,24.32,24.32,27/02/18
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,9,2018,2,1319957.965,22.48,24.63,24.63,27/02/18
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,9,2018,2,1300178.895,23.39,23.94,23.94,27/02/18
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,9,2018,2,1295018.185,59.9,59.9,59.9,27/02/18
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,9,2018,2,1306289.185,29.4,30.04,30.04,27/02/18
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,9,2018,2,1303366.865,18.15,19.32,19.32,27/02/18
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,9,2018,2,1305211.155,18.21,19.32,19.32,27/02/18
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,9,2018,2,1300038.555,72.1,72.1,72.1,27/02/18
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,9,2018,2,1295663.365,41.3,41.3,41.3,27/02/18
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,9,2018,2,2360235.865,59.69,59.7,60.03,27/02/18
FARMACIAS GUADALAJARA,1008 GR TARTAS,A980004477,GABI,GALLETAS ,9,2018,2,1638926.155,89.89,89.9,89.9,27/02/18
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,9,2018,2,1994036.315,50.98,50.98,53.13,27/02/18
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,9,2018,2,2421940.645,43.99,45.24,48.96,27/02/18
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,9,2018,2,1723510.415,88.85,88.85,88.98,27/02/18
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,9,2018,2,1734457.605,114.03,114.07,115.03,27/02/18
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,9,2018,2,2292986.185,100.69,102.63,105.73,27/02/18
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,9,2018,2,1606565.175,108.92,109.04,109.62,27/02/18
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,9,2018,2,2591350.835,88.99,89,89.05,27/02/18
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,9,2018,2,2688911.775,98.96,99.09,103.97,27/02/18
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,9,2018,2,2706972.895,70.19,70.19,76.55,27/02/18
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,9,2018,2,1655183.195,67.87,68.45,70.01,27/02/18
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,9,2018,2,1485501.725,27.99,28,28,27/02/18
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,10,2018,3,1313100.075,24.18,24.95,26.31,06/03/18
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,10,2018,3,1305286.655,25.92,26.12,27.52,06/03/18
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,10,2018,3,1313880.665,25.27,25.27,27.82,06/03/18
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,10,2018,3,1371124.635,25.56,25.56,28.16,06/03/18
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,10,2018,3,1303373.445,57.07,57.44,57.74,06/03/18
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,10,2018,3,1298542.315,56.9,57.27,57.74,06/03/18
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,10,2018,3,1303706.945,56.91,57.45,57.74,06/03/18
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,10,2018,3,1331032.215,26.29,26.29,27.57,06/03/18
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,10,2018,3,1306254.525,17.67,17.82,19.17,06/03/18
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,10,2018,3,1329953.725,22.19,22.34,26.67,06/03/18
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,10,2018,3,1307154.965,29.24,29.32,30.2,06/03/18
