CADENA,DESCRIPCION,ItemNumber,MARCA,CATEGORIA,SEMANA,AÑO,MES,Ventas,Precio,Sugerido,MAX Q,Fecha
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,32,2019,8,1915542.665,114.75,114.75,114.87,08/08/19
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,32,2019,8,1859194.105,98.55,98.55,110,08/08/19
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,32,2019,8,1643936.495,98.63,98.63,110,08/08/19
FARMACIAS GUADALAJARA,MIX BITES,A980006098,MARINELA,GALLETAS ,32,2019,8,1549875.025,119.37,119.37,119.37,08/08/19
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,32,2019,8,1912682.735,69.02,69.02,74,08/08/19
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,32,2019,8,1803634.335,68.86,68.86,70.28,08/08/19
FARMACIAS GUADALAJARA,OREJITAS GABI,A980018965,GABI,GALLETAS ,32,2019,8,1595913.885,120,120,120.07,08/08/19
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,32,2019,8,2677845.715,73.2,74.73,75.44,08/08/19
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,32,2019,8,1667342.635,68.91,68.91,69.12,08/08/19
FARMACIAS GUADALAJARA,TOSTADAS MILPAREAL,A980006773,MILPAREAL,TOSTADAS Y TOTOPOS,32,2019,8,1393226.165,74.52,74.52,74.52,08/08/19
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,32,2019,8,1313655.395,27.1,27.74,48.97,08/08/19
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,33,2019,8,1319790.925,23.07,27.28,32.09,15/08/19
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,33,2019,8,1307381.025,21.56,27.24,30.77,15/08/19
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,33,2019,8,1313730.725,22.26,28.53,35.51,15/08/19
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,33,2019,8,1345820.965,22.43,28.35,35.46,15/08/19
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,33,2019,8,1299635.125,44.3,46.15,50.07,15/08/19
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,33,2019,8,1298198.415,44.54,46.1,50,15/08/19
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,33,2019,8,1301780.985,44.19,46.21,50.21,15/08/19
SUPERAMA,GALLETAS CANELITAS MARINELA 240 GRS,A7501030433941,MARINELA,GALLETAS,33,2019,8,1297268.655,18.5,20,26.19,15/08/19
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,33,2019,8,1324822.065,26.77,27.08,27.58,15/08/19
SUPERAMA,MARINELA CANELITAS BITES 275GR,A7501030433675,MARINELA,GALLETAS,33,2019,8,1298218.945,30.33,31.78,31.84,15/08/19
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,33,2019,8,1311146.825,13.12,14.57,15.54,15/08/19
SUPERAMA,GALLETAS CHOCOLATE BLANCO PRINCIPE MARINELA 315 GRS,A7501030430940,MARINELA,GALLETAS,33,2019,8,1294864.625,19.94,19.98,26.96,15/08/19
SUPERAMA,GALLETA PRINCIPE CHOCO BLANCO MARINELA 378 CJ,A7501030430872,MARINELA,GALLETAS,33,2019,8,1294529.165,28.98,28.98,32,15/08/19
SUPERAMA,GALLETAS CHOCOLATE PRINCIPE MARINELA 315 GRS,A7501030431435,MARINELA,GALLETAS,33,2019,8,1298279.515,19.99,19.99,26.93,15/08/19
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,33,2019,8,1319347.585,23.23,23.27,27.31,15/08/19
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA 255 GRS,A7501030431213,MARINELA,GALLETAS,33,2019,8,1295736.875,19.96,20,26.96,15/08/19
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,33,2019,8,1308367.855,26.55,26.55,27.07,15/08/19
SUPERAMA,MARINELA TRIKI TRAK BITES 275GR,A7501030433651,MARINELA,GALLETAS,33,2019,8,1297931.215,30.54,31.59,31.93,15/08/19
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,33,2019,8,1308984.645,13.07,14.49,15.5,15/08/19
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,33,2019,8,1305697.745,27.47,28.54,28.94,15/08/19
SUPERAMA,GALLETAS CON RELLENO DE FRESA BARRITAS MARINELA 268 GRS,A7501030431480,MARINELA,GALLETAS,33,2019,8,1295220.225,19.18,20,26.09,15/08/19
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,33,2019,8,1321674.415,23.5,23.7,26.99,15/08/19
SUPERAMA,GALLETAS CON RELLENO DE PIÑA BARRITAS MARINELA 268 GRS,A7501030431466,MARINELA,GALLETAS,33,2019,8,1294639.055,18.53,20,26.2,15/08/19
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,33,2019,8,1311059.315,23.73,23.84,25.87,15/08/19
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,33,2019,8,1303203.665,23.5,23.7,25.86,15/08/19
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,33,2019,8,1295632.505,59.95,59.98,60.01,15/08/19
SUPERAMA,GALLETAS LIMON PRINCIPE MARINELA 315 GRS,A7501030431428,MARINELA,GALLETAS,33,2019,8,1295497.955,19.96,20,26.91,15/08/19
SUPERAMA,GALLETAS POLVORONES MARINELA 296 GRS,A7501030431442,MARINELA,GALLETAS,33,2019,8,1294394.265,19.99,20,27,15/08/19
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,33,2019,8,1301708.095,27.67,27.67,27.67,15/08/19
SUPERAMA,MARINELA POLVORON BITES 275GR,A7501030433668,MARINELA,GALLETAS,33,2019,8,1294793.485,30.34,31.61,31.93,15/08/19
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,33,2019,8,1307881.695,12.65,14.35,15.49,15/08/19
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,33,2019,8,1313945.865,13.73,15.14,18.99,15/08/19
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,33,2019,8,1299433.935,72.07,72.1,72.1,15/08/19
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,33,2019,8,1296915.405,41.23,41.27,41.32,15/08/19
SUPERAMA,BIMBO MINI TOSTAOS MANTEQUILLA 120 GR,A7501030454175,BIMBO,SECOS,33,2019,8,1300263.915,21.58,21.59,21.59,15/08/19
SUPERAMA,BIMBO MINI TOSTAO SILUETA 100 GR,A7501030454168,BIMBO,SECOS,33,2019,8,1298394.265,19.44,19.44,19.51,15/08/19
SUPERAMA,BIMBO MINI TOSTAO INTEGRAL 100 GR,A7501030454182,BIMBO,SECOS,33,2019,8,1298652.185,19.41,19.41,19.56,15/08/19
COSTCO,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,33,2019,8,1323522.575,59.39,60.11,60.11,15/08/19
COSTCO,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,33,2019,8,1332928.065,71.16,71.61,72.23,15/08/19
COSTCO,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,33,2019,8,1318526.565,39.87,40.08,41.63,15/08/19
COSTCO,ENGLISH MUFFINS NATURAL 340G CU THO,A48121102081,THOMAS,BOLLERIA,33,2019,8,1292654.585,41.56,41.58,41.69,15/08/19
COSTCO,BAGELS REGULAR 567G CU THO,A48121277079,THOMAS,BOLLERIA,33,2019,8,1291143.365,54.14,54.14,54.14,15/08/19
COSTCO,PAN CONGELADO ORGANICO 22 GRANOS OROWEAT BOLSA 765 GRS,A73410026328,OROWEAT,CONGELADOS,33,2019,8,1292987.165,145.8,145.8,145.8,15/08/19
COSTCO,PAN CONGELADO ORGANICO GRANO ENTERO OROWEAT BOLSA 765 GRS,A73410026335,OROWEAT,CONGELADOS,33,2019,8,1293515.165,132.56,145.8,145.8,15/08/19
COSTCO,EMPANIZADOR SIN GLUTEN SANISSIMO 200 GRS,A658480002399,SANISSIMO,SECOS,33,2019,8,1292004.315,20.84,21.02,21.06,15/08/19
COSTCO,BOMBONERA OREJITA 450GR,A7501030423379,GABI,GALLETAS,33,2019,8,1301821.485,44.68,44.8,45.08,15/08/19
COSTCO,COSTAL CHOCO CHOXS 400G CU GBI,A7501030427261,GABI,GALLETAS,33,2019,8,1293934.755,44.9,44.9,44.94,15/08/19
COSTCO,EXPLOSION BESOS 280G BOLSA CU GBI,A7501030431008,GABI,GALLETAS,33,2019,8,1296497.025,15.44,26.61,35.92,15/08/19
COSTCO,MIX TARTAS 110GR,A7501030431961,GABI,GALLETAS,33,2019,8,1315137.185,9.5,9.88,9.97,15/08/19
COSTCO,BIMBO MINI TOSTAO SILUETA 100 GR,A7501030454168,BIMBO,SECOS,33,2019,8,1290735.605,1.95,18.36,19.32,15/08/19
COSTCO,BIMBO MINI TOSTAOS MANTEQUILLA 120 GR,A7501030454175,BIMBO,SECOS,33,2019,8,1291325.435,9.63,21.35,21.35,15/08/19
COSTCO,BIMBO MINI TOSTAO INTEGRAL 100 GR,A7501030454182,BIMBO,SECOS,33,2019,8,1290756.935,3.68,5.83,17.65,15/08/19
COSTCO,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,33,2019,8,1296897.045,49.27,51.57,51.57,15/08/19
COSTCO,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,33,2019,8,1295732.165,51.84,51.89,51.91,15/08/19
COSTCO,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,33,2019,8,1294233.635,51.69,51.69,51.91,15/08/19
COSTCO,GALLETAS DE ARROZ CON ARANDANO Y CHOCOLA,A7501030456162,SANISSIMO,GALLETAS,33,2019,8,1298684.885,77.07,77.99,78.21,15/08/19
COSTCO,GABI GALLETA COSTAL TARTAS 400GR,A7501030457428,GABI,GALLETAS,33,2019,8,1318319.675,49.4,49.86,49.86,15/08/19
COSTCO,BAGELS BLUEBERRY 567G CU THO,A7501030459699,THOMAS,BOLLERIA,33,2019,8,1292972.665,64.81,65.04,65.04,15/08/19
COSTCO,BAGELS CINAMMON RAISIN 567G BOLSA CU THO,A7501030460299,THOMAS,BOLLERIA,33,2019,8,1292072.165,64.8,64.89,65.22,15/08/19
COSTCO,BESOS DE NUEZ 100G,A7501030464723,GABI,GALLETAS,33,2019,8,1315188.625,9.9,9.97,10.03,15/08/19
COSTCO,OREJITAS SEL VAR 78G CJ CU GBI,A7501030464754,GABI,GALLETAS,33,2019,8,1305359.065,9.86,9.97,10.01,15/08/19
COSTCO,GALLETAS CON MANTEQUILLA SURTIDO DANES GABI 300 GRS,A7501030471288,GABI,GALLETAS,33,2019,8,1293084.865,21.18,22.41,33.56,15/08/19
COSTCO,CAJA NANO BESOS NUEZ 340G GBI,A7501030476979,GABI,GALLETAS,33,2019,8,1329700.345,38.69,38.69,38.92,15/08/19
COSTCO,GALLETA SURTIDO FINO GABI BLI 200GR,A7501030481720,GABI,GALLETAS,33,2019,8,1308659.175,19.74,19.74,19.96,15/08/19
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,33,2019,8,1978872.475,58.67,59.98,60,15/08/19
FARMACIAS GUADALAJARA,1008 GR TARTAS,A980004477,GABI,GALLETAS ,33,2019,8,2153194.295,88.99,89.88,89.9,15/08/19
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,33,2019,8,1908736.695,49.07,52.03,55.99,15/08/19
FARMACIAS GUADALAJARA,14/45GRS SPONCH,A980006096,MARINELA,GALLETAS ,33,2019,8,1702455.875,53.32,55.03,55.13,15/08/19
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,33,2019,8,2202895.285,40.63,43.46,44.01,15/08/19
FARMACIAS GUADALAJARA,19/51GRS TRIKITRAKES,A980006097,MARINELA,GALLETAS ,33,2019,8,1667535.675,71.84,74.98,75.02,15/08/19
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,33,2019,8,1601241.295,91.09,94.09,95.82,15/08/19
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,33,2019,8,1952028.065,111.48,114.75,114.87,15/08/19
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,33,2019,8,2033329.975,93.09,98.55,110,15/08/19
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,33,2019,8,1688674.115,94.05,98.63,110,15/08/19
FARMACIAS GUADALAJARA,MIX BITES,A980006098,MARINELA,GALLETAS ,33,2019,8,1573274.515,117.97,119.37,119.37,15/08/19
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,33,2019,8,2236146.775,65.97,69.02,74,15/08/19
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,33,2019,8,2230066.845,63.78,68.86,70.28,15/08/19
FARMACIAS GUADALAJARA,OREJITAS GABI,A980018965,GABI,GALLETAS ,33,2019,8,1564556.085,119.99,120,120.07,15/08/19
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,33,2019,8,2596750.945,74.73,74.73,75.44,15/08/19
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,33,2019,8,1648829.695,68.26,68.91,69.12,15/08/19
FARMACIAS GUADALAJARA,TOSTADAS MILPAREAL,A980006773,MILPAREAL,TOSTADAS Y TOTOPOS,33,2019,8,1397988.745,74.52,74.52,74.52,15/08/19
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,33,2019,8,1306127.565,27.74,27.74,48.97,15/08/19
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,34,2019,8,1309883.195,27.09,27.28,32.09,22/08/19
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,34,2019,8,1301539.045,26.99,27.24,30.77,22/08/19
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,34,2019,8,1304848.555,27.11,28.53,35.51,22/08/19
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,34,2019,8,1327576.965,27.4,28.35,35.46,22/08/19
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,34,2019,8,1299802.295,45.98,46.15,50.07,22/08/19
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,34,2019,8,1299178.505,46.06,46.1,50,22/08/19
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,34,2019,8,1302670.155,46.04,46.21,50.21,22/08/19
SUPERAMA,GALLETAS CANELITAS MARINELA 240 GRS,A7501030433941,MARINELA,GALLETAS,34,2019,8,1296562.855,20,20,26.19,22/08/19
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,34,2019,8,1327093.415,27.04,27.08,27.58,22/08/19
SUPERAMA,MARINELA CANELITAS BITES 275GR,A7501030433675,MARINELA,GALLETAS,34,2019,8,1302971.665,30.07,31.78,31.84,22/08/19
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,34,2019,8,1306484.955,14.57,14.57,15.54,22/08/19
SUPERAMA,GALLETAS CHOCOLATE BLANCO PRINCIPE MARINELA 315 GRS,A7501030430940,MARINELA,GALLETAS,34,2019,8,1294873.495,19.81,19.98,26.96,22/08/19
SUPERAMA,GALLETA PRINCIPE CHOCO BLANCO MARINELA 378 CJ,A7501030430872,MARINELA,GALLETAS,34,2019,8,1294833.985,28.86,28.98,32,22/08/19
SUPERAMA,GALLETAS CHOCOLATE PRINCIPE MARINELA 315 GRS,A7501030431435,MARINELA,GALLETAS,34,2019,8,1298314.005,19.98,19.99,26.93,22/08/19
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,34,2019,8,1324775.965,23.27,23.27,27.31,22/08/19
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA 255 GRS,A7501030431213,MARINELA,GALLETAS,34,2019,8,1295988.715,20,20,26.96,22/08/19
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,34,2019,8,1309544.235,26.44,26.55,27.07,22/08/19
SUPERAMA,MARINELA TRIKI TRAK BITES 275GR,A7501030433651,MARINELA,GALLETAS,34,2019,8,1301036.915,30.11,31.59,31.93,22/08/19
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,34,2019,8,1305755.275,14.49,14.49,15.5,22/08/19
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,34,2019,8,1303298.775,28.54,28.54,28.94,22/08/19
SUPERAMA,GALLETAS CON RELLENO DE FRESA BARRITAS MARINELA 268 GRS,A7501030431480,MARINELA,GALLETAS,34,2019,8,1295099.835,20,20,26.09,22/08/19
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,34,2019,8,1320161.965,23.7,23.7,26.99,22/08/19
SUPERAMA,GALLETAS CON RELLENO DE PIÑA BARRITAS MARINELA 268 GRS,A7501030431466,MARINELA,GALLETAS,34,2019,8,1294599.825,20,20,26.2,22/08/19
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,34,2019,8,1313357.475,23.83,23.84,25.87,22/08/19
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,34,2019,8,1304047.855,23.53,23.7,25.86,22/08/19
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,34,2019,8,1294715.055,59.52,59.98,60.01,22/08/19
SUPERAMA,GALLETAS LIMON PRINCIPE MARINELA 315 GRS,A7501030431428,MARINELA,GALLETAS,34,2019,8,1296414.695,20,20,26.91,22/08/19
SUPERAMA,GALLETAS POLVORONES MARINELA 296 GRS,A7501030431442,MARINELA,GALLETAS,34,2019,8,1294710.945,20,20,27,22/08/19
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,34,2019,8,1301658.175,27.42,27.67,27.67,22/08/19
SUPERAMA,MARINELA POLVORON BITES 275GR,A7501030433668,MARINELA,GALLETAS,34,2019,8,1296844.495,30.07,31.61,31.93,22/08/19
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,34,2019,8,1304631.715,14.35,14.35,15.49,22/08/19
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,34,2019,8,1309751.335,15.04,15.14,18.99,22/08/19
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,34,2019,8,1297898.255,72.06,72.1,72.1,22/08/19
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,34,2019,8,1296109.245,41.2,41.27,41.32,22/08/19
SUPERAMA,BIMBO MINI TOSTAOS MANTEQUILLA 120 GR,A7501030454175,BIMBO,SECOS,34,2019,8,1300682.415,21.58,21.59,21.59,22/08/19
SUPERAMA,BIMBO MINI TOSTAO SILUETA 100 GR,A7501030454168,BIMBO,SECOS,34,2019,8,1300035.065,19.37,19.44,19.51,22/08/19
SUPERAMA,BIMBO MINI TOSTAO INTEGRAL 100 GR,A7501030454182,BIMBO,SECOS,34,2019,8,1298548.965,19.37,19.41,19.56,22/08/19
COSTCO,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,34,2019,8,1319405.795,59.98,60.11,60.11,22/08/19
COSTCO,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,34,2019,8,1329985.975,71.56,71.61,72.23,22/08/19
COSTCO,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,34,2019,8,1316879.175,39.78,40.08,41.63,22/08/19
COSTCO,ENGLISH MUFFINS NATURAL 340G CU THO,A48121102081,THOMAS,BOLLERIA,34,2019,8,1293077.245,41.55,41.58,41.69,22/08/19
COSTCO,BAGELS REGULAR 567G CU THO,A48121277079,THOMAS,BOLLERIA,34,2019,8,1293095.065,54.07,54.14,54.14,22/08/19
COSTCO,PAN CONGELADO ORGANICO 22 GRANOS OROWEAT BOLSA 765 GRS,A73410026328,OROWEAT,CONGELADOS,34,2019,8,1292177.165,145.8,145.8,145.8,22/08/19
COSTCO,PAN CONGELADO ORGANICO GRANO ENTERO OROWEAT BOLSA 765 GRS,A73410026335,OROWEAT,CONGELADOS,34,2019,8,1292312.165,145.8,145.8,145.8,22/08/19
COSTCO,EMPANIZADOR SIN GLUTEN SANISSIMO 200 GRS,A658480002399,SANISSIMO,SECOS,34,2019,8,1292334.065,20.86,21.02,21.06,22/08/19
COSTCO,BOMBONERA OREJITA 450GR,A7501030423379,GABI,GALLETAS,34,2019,8,1298242.515,44.8,44.8,45.08,22/08/19
COSTCO,COSTAL CHOCO CHOXS 400G CU GBI,A7501030427261,GABI,GALLETAS,34,2019,8,1299691.925,44.79,44.9,44.94,22/08/19
COSTCO,EXPLOSION BESOS 280G BOLSA CU GBI,A7501030431008,GABI,GALLETAS,34,2019,8,1296006.735,16.88,26.61,35.92,22/08/19
COSTCO,MIX TARTAS 110GR,A7501030431961,GABI,GALLETAS,34,2019,8,1310742.425,9.36,9.88,9.97,22/08/19
COSTCO,BIMBO MINI TOSTAO SILUETA 100 GR,A7501030454168,BIMBO,SECOS,34,2019,8,1290709.165,18.36,18.36,19.32,22/08/19
COSTCO,BIMBO MINI TOSTAOS MANTEQUILLA 120 GR,A7501030454175,BIMBO,SECOS,34,2019,8,1291206.165,21.35,21.35,21.35,22/08/19
COSTCO,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,34,2019,8,1297186.645,51.57,51.57,51.57,22/08/19
COSTCO,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,34,2019,8,1295193.635,51.72,51.89,51.91,22/08/19
COSTCO,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,34,2019,8,1296551.195,51.45,51.69,51.91,22/08/19
COSTCO,GALLETAS DE ARROZ CON ARANDANO Y CHOCOLA,A7501030456162,SANISSIMO,GALLETAS,34,2019,8,1300946.025,77.99,77.99,78.21,22/08/19
COSTCO,GABI GALLETA COSTAL TARTAS 400GR,A7501030457428,GABI,GALLETAS,34,2019,8,1317483.495,48.63,49.86,49.86,22/08/19
COSTCO,BAGELS BLUEBERRY 567G CU THO,A7501030459699,THOMAS,BOLLERIA,34,2019,8,1292822.665,59,65.04,65.04,22/08/19
COSTCO,BAGELS CINAMMON RAISIN 567G BOLSA CU THO,A7501030460299,THOMAS,BOLLERIA,34,2019,8,1291232.165,64.8,64.89,65.22,22/08/19
COSTCO,BESOS DE NUEZ 100G,A7501030464723,GABI,GALLETAS,34,2019,8,1312902.345,9.97,9.97,10.03,22/08/19
COSTCO,OREJITAS SEL VAR 78G CJ CU GBI,A7501030464754,GABI,GALLETAS,34,2019,8,1303209.155,9.87,9.97,10.01,22/08/19
COSTCO,GALLETAS CON MANTEQUILLA SURTIDO DANES GABI 300 GRS,A7501030471288,GABI,GALLETAS,34,2019,8,1292144.365,22.41,22.41,33.56,22/08/19
COSTCO,CAJA NANO BESOS NUEZ 340G GBI,A7501030476979,GABI,GALLETAS,34,2019,8,1328148.405,38.38,38.69,38.92,22/08/19
COSTCO,GALLETA SURTIDO FINO GABI BLI 200GR,A7501030481720,GABI,GALLETAS,34,2019,8,1306200.925,19.54,19.74,19.96,22/08/19
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,34,2019,8,1806509.395,46.98,59.98,60,22/08/19
FARMACIAS GUADALAJARA,1008 GR TARTAS,A980004477,GABI,GALLETAS ,34,2019,8,2053420.445,78.96,89.88,89.9,22/08/19
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,34,2019,8,1778184.015,33.71,52.03,55.99,22/08/19
FARMACIAS GUADALAJARA,14/45GRS SPONCH,A980006096,MARINELA,GALLETAS ,34,2019,8,1731139.555,38.41,55.03,55.13,22/08/19
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,34,2019,8,2005551.375,26.36,43.46,44.01,22/08/19
FARMACIAS GUADALAJARA,19/51GRS TRIKITRAKES,A980006097,MARINELA,GALLETAS ,34,2019,8,1753735.505,54.1,74.98,75.02,22/08/19
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,34,2019,8,1599108.735,94.09,94.09,95.82,22/08/19
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,34,2019,8,1884278.975,91.71,114.75,114.87,22/08/19
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,34,2019,8,2186156.345,57.41,98.55,110,22/08/19
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,34,2019,8,1740122.365,73.83,98.63,110,22/08/19
FARMACIAS GUADALAJARA,MIX BITES,A980006098,MARINELA,GALLETAS ,34,2019,8,1699683.675,103.86,119.37,119.37,22/08/19
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,34,2019,8,2101347.425,49.4,69.02,74,22/08/19
